age,job,education,balance,day,month,duration
25,8,2,1189,3,6,165
45,4,2,2067,13,1,393
30,0,1,419,3,11,72
38,9,2,2496,17,6,193
25,4,2,362,3,6,617
74,5,2,4912,21,10,129
47,3,1,3940,5,1,226
34,2,2,842,6,8,141
38,0,1,47,31,5,50
56,4,2,412,20,9,179
30,7,2,803,30,0,243
36,4,2,1089,30,8,126
42,2,3,206,30,5,695
39,4,2,3261,9,6,150
43,4,2,1258,20,10,312
59,4,2,258,20,0,33
35,1,0,300,13,8,945
23,8,1,486,3,7,87
55,3,3,366,5,6,365
46,11,3,2911,7,5,41
22,7,1,129,16,10,258
47,11,3,677,30,0,900
41,6,1,323,17,0,949
54,10,1,380,17,9,696
34,0,1,124,14,8,604
31,4,2,373,10,3,132
38,6,1,138,9,8,182
42,11,3,942,27,4,245
27,9,1,-392,23,5,228
36,9,0,0,4,5,584
50,4,2,-470,19,9,130
25,7,1,111,7,5,316
81,5,3,9224,9,9,235
26,8,2,641,15,8,55
39,8,2,1107,20,0,407
26,0,1,2509,27,8,776
30,7,1,-114,21,5,396
50,0,1,167,28,5,201
68,5,2,2812,3,1,392
69,5,1,3588,10,2,429
55,9,1,4,28,4,1048
41,4,2,9,22,5,82
42,4,2,11008,28,5,822
36,0,1,10041,20,9,91
43,0,1,6,16,8,244
58,6,2,-364,5,8,355
60,5,2,2166,20,6,8
37,0,1,1314,22,8,74
34,7,1,1076,12,8,152
54,9,1,827,20,6,294
52,1,0,1409,19,6,224
79,5,1,8304,9,7,303
33,10,2,6748,14,1,1579
29,7,1,197,5,8,19
55,6,1,12159,20,9,142
53,0,1,654,10,5,67
36,2,1,866,11,8,629
40,7,1,224,17,0,875
42,9,1,1533,5,1,86
30,9,1,458,20,9,51
28,1,1,-197,9,8,2016
55,9,2,169,5,1,618
32,9,2,127,27,1,20
39,0,1,732,23,0,522
46,0,1,171,11,10,251
34,0,2,69,3,1,263
43,10,1,775,14,1,98
33,6,2,658,21,10,307
29,3,2,19,3,2,274
33,10,1,1211,7,1,456
42,10,2,0,8,10,113
54,11,1,2206,12,9,104
53,0,1,592,13,8,151
29,1,1,244,15,8,19
25,1,1,97,27,8,709
36,10,0,0,4,5,304
48,2,1,183,3,6,203
44,4,2,70,20,1,165
35,1,0,623,6,8,97
38,6,2,2084,16,0,71
56,4,2,2037,5,1,318
40,1,1,1023,13,8,64
54,9,2,395,30,0,183
41,9,1,501,19,8,579
41,1,0,4,23,5,74
33,0,2,867,14,0,247
55,4,3,179,19,6,97
30,4,2,2708,19,9,479
35,9,1,5553,6,0,371
41,4,1,280,2,6,88
32,2,1,-934,18,9,50
38,4,2,0,24,11,246
40,4,2,917,20,8,292
49,4,2,1350,11,8,716
41,1,1,2413,16,6,64
45,0,1,925,6,1,406
45,9,1,2776,27,5,287
31,7,1,6374,23,8,922
47,9,2,1694,20,6,560
42,7,1,146,15,8,670
33,7,1,100,14,8,11
45,4,2,160,10,9,182
34,9,1,103,24,5,147
31,0,1,19,18,9,1978
31,7,1,222,13,8,168
33,4,2,273,16,8,803
58,6,2,327,14,5,145
61,4,2,175,5,1,270
49,3,0,889,7,5,388
56,7,1,1989,3,1,279
21,8,3,137,12,8,198
45,3,0,317,8,0,325
64,3,3,2645,3,3,219
31,4,2,-173,6,8,396
41,9,0,340,13,8,262
28,4,2,80,20,10,676
28,0,1,-126,8,5,360
29,9,1,5763,5,6,271
25,1,1,303,18,7,265
32,4,2,728,21,8,125
26,4,2,1004,30,8,228
30,9,2,0,28,1,262
27,7,1,246,17,6,453
54,4,1,2693,22,7,222
48,4,1,0,23,5,90
34,0,1,296,20,9,68
45,2,2,219,28,5,118
34,4,2,0,3,3,251
34,4,2,577,20,0,243
75,5,0,3881,4,3,136
46,9,3,3308,28,5,219
51,0,1,2195,13,8,59
34,1,2,748,6,8,161
36,7,0,0,2,6,1036
41,1,1,140,29,4,636
41,0,1,1076,3,6,77
41,7,3,-1,30,5,1171
28,9,2,-123,23,5,690
62,6,2,6,13,10,216
27,4,2,-713,4,6,525
30,7,2,1788,4,1,288
49,7,1,933,29,5,92
40,2,2,1953,6,6,112
41,4,2,0,13,8,161
35,1,1,1055,18,9,150
31,6,2,91,23,8,206
43,6,0,1337,20,9,632
54,9,1,198,17,9,120
49,9,1,1377,5,1,935
30,1,1,161,8,11,298
51,4,1,1610,16,6,1248
27,4,1,116,6,3,138
31,9,1,4,20,8,199
28,7,1,5090,6,8,1297
41,4,2,0,17,11,294
58,6,1,0,3,3,702
52,1,0,306,28,4,223
33,1,1,0,21,8,521
38,4,2,413,13,0,240
41,1,1,75,1,5,479
58,3,1,0,2,5,478
44,4,2,17361,18,6,476
33,9,2,6843,20,9,755
19,8,3,108,9,7,273
35,4,2,3544,8,6,380
56,4,0,870,16,9,257
44,1,1,794,5,3,342
35,4,2,704,21,0,164
33,9,1,2583,25,8,241
25,9,2,2551,28,2,400
31,4,2,3384,16,11,153
34,7,1,1637,21,9,107
25,7,1,628,8,5,266
56,10,1,12,12,10,511
39,10,1,270,3,6,116
32,9,2,705,17,6,544
32,0,1,555,9,11,344
33,2,1,137,15,5,136
34,4,2,161,11,5,378
52,7,3,337,19,8,85
36,1,1,723,31,5,101
33,4,2,321,22,1,227
33,1,1,263,21,8,206
38,9,1,145,27,8,109
25,0,1,96,9,8,176
39,7,1,403,7,8,1262
31,1,1,0,10,1,97
54,1,0,316,14,8,240
34,1,1,79,20,9,104
44,2,2,121,10,1,412
35,0,1,-87,3,6,1363
30,1,1,239,23,8,785
29,9,1,23,2,6,163
34,4,2,557,16,5,513
30,7,1,3929,20,9,593
42,10,0,-581,13,8,224
34,9,1,1246,28,8,88
33,0,1,607,27,3,110
60,11,3,17297,26,1,664
34,9,2,178,18,9,85
33,7,1,804,8,8,266
28,4,1,1633,5,6,275
44,1,0,0,21,9,32
30,0,2,285,5,3,693
34,1,1,2495,23,8,924
36,4,1,565,27,7,300
28,7,1,458,4,3,112
32,9,1,483,8,1,580
38,9,1,6728,21,1,252
43,4,2,1806,12,1,161
52,1,2,297,7,8,55
59,4,2,1585,28,1,91
26,4,2,1720,3,3,383
60,0,0,-444,16,5,227
66,3,1,1929,2,3,169
33,1,0,-191,9,5,1290
48,1,0,1080,11,8,197
45,6,2,75,4,3,236
32,6,1,409,9,7,217
40,1,1,1028,17,0,319
46,8,3,1527,8,11,358
35,0,1,1085,4,3,195
28,1,1,-46,2,7,525
51,4,2,0,29,8,410
44,6,0,0,20,9,843
30,0,2,311,31,7,158
47,8,3,107,15,5,119
35,4,2,62,7,8,226
39,1,0,3,1,5,625
47,9,1,1167,30,0,968
60,5,1,8121,18,1,98
30,9,1,426,17,9,127
31,1,0,196,7,1,248
36,4,2,1604,11,6,47
33,9,2,4401,30,0,439
60,6,0,46,6,8,202
64,5,0,2140,16,7,881
38,0,1,0,17,0,547
29,1,2,98,10,1,170
54,5,0,0,11,5,159
32,4,2,3,13,8,568
30,1,1,132,16,8,329
31,1,1,573,5,3,58
58,3,0,260,15,8,71
36,7,1,1177,3,3,50
34,7,1,1239,23,8,164
36,9,1,12,12,1,587
44,2,2,3463,28,1,210
52,7,0,306,13,8,650
37,9,1,1580,22,1,92
36,0,1,148,15,8,1357
40,1,1,188,20,6,570
33,0,1,2,20,8,201
56,0,1,45,5,8,1467
31,1,1,369,14,8,89
59,0,1,92,12,8,139
37,4,2,238,3,3,185
28,1,1,322,11,11,240
28,0,1,2290,18,8,2301
34,0,1,2064,26,8,165
36,4,2,871,18,9,170
31,7,1,-327,28,8,408
36,0,1,787,17,6,92
31,1,1,1779,5,6,85
64,5,1,571,20,0,1422
44,9,2,1933,5,6,462
38,0,1,2470,31,10,227
36,6,1,1245,6,6,1469
39,4,2,691,16,0,517
71,5,0,4657,16,3,93
34,9,1,0,9,5,628
38,1,0,1583,15,8,386
59,5,3,613,19,1,75
51,1,0,-637,19,9,233
32,1,0,1504,17,0,131
58,0,1,1813,17,5,15
37,4,2,600,17,9,116
30,9,1,4684,30,0,268
54,9,1,0,6,9,464
38,9,1,902,4,8,301
44,4,1,421,5,1,307
40,1,0,57,31,5,1007
41,10,1,271,19,6,196
49,0,2,228,3,11,252
37,6,1,1549,20,6,161
32,1,1,43,21,8,173
40,6,2,10346,15,6,491
40,0,1,2574,15,8,432
28,4,2,1720,14,11,230
36,0,1,96,2,3,302
48,4,2,1167,1,6,264
34,1,0,218,21,8,260
30,4,2,1636,6,6,301
25,8,3,480,8,11,140
35,4,2,2306,18,1,86
36,1,0,409,11,6,81
56,7,1,530,20,8,51
26,0,1,2469,16,5,136
44,4,2,423,12,7,2330
29,8,3,2929,11,1,91
32,10,1,365,30,4,210
29,6,2,805,23,3,132
43,1,3,285,15,8,22
32,4,2,131,3,6,267
36,6,2,4844,9,6,1137
46,4,2,0,22,1,686
52,0,3,2227,24,3,242
32,0,1,131,22,6,522
31,10,2,256,16,5,873
55,9,2,1320,28,5,340
57,4,3,0,30,11,585
33,1,0,5,17,0,1007
47,0,1,2601,24,11,261
41,9,1,1819,22,11,397
31,4,2,877,9,11,209
25,0,1,654,8,0,216
53,4,3,2240,2,6,282
25,8,3,1003,12,1,361
40,7,1,105,9,5,161
37,6,1,3396,18,1,69
37,4,1,655,4,3,258
35,10,2,415,4,3,649
53,1,1,1653,17,6,88
44,1,1,105,20,0,586
41,1,0,3140,13,8,87
28,8,1,69,30,4,532
31,4,2,153,9,3,65
55,4,2,-207,2,3,211
38,7,0,-87,13,8,531
29,9,1,428,14,5,131
41,7,1,241,4,6,144
44,3,1,299,20,9,186
44,0,1,397,16,3,127
31,4,2,12569,9,11,344
34,0,1,598,17,0,365
65,5,1,20806,8,0,523
41,1,1,849,12,8,100
50,0,1,-194,13,0,238
33,1,1,1240,12,8,844
30,6,2,2666,4,8,781
52,5,2,3687,16,6,741
47,6,2,1011,6,10,808
38,4,2,-498,14,1,85
33,4,2,318,8,0,1190
28,8,2,3054,30,0,384
38,9,1,1919,4,1,846
34,4,2,0,26,8,197
28,4,2,229,9,0,1042
48,9,0,235,9,11,386
50,10,1,588,31,5,649
25,1,1,84,18,8,6
48,2,2,0,20,6,139
57,3,0,625,11,6,867
51,5,2,580,19,9,694
52,4,2,-2712,2,0,253
34,8,3,1011,1,6,253
33,4,2,87,12,1,978
47,1,1,581,26,1,79
51,9,1,-1944,7,8,623
29,1,2,455,27,8,214
29,0,1,-150,6,8,328
57,9,0,3376,2,6,421
32,7,0,228,21,5,1017
27,0,2,2855,22,5,138
36,9,1,283,27,6,56
37,4,2,4089,2,3,289
35,1,1,0,20,8,1205
49,0,1,167,9,5,51
49,4,2,22520,21,9,579
33,1,1,395,2,6,122
33,1,1,842,29,1,111
63,5,0,1840,12,7,71
23,7,1,425,3,6,768
28,6,2,2503,25,8,426
52,9,1,0,2,6,541
44,9,1,275,17,9,1077
36,9,1,4613,2,0,320
43,7,0,2557,15,0,165
51,4,2,4,21,9,58
31,1,0,216,21,8,565
31,1,0,55,17,0,340
30,6,2,251,12,5,537
31,4,2,0,28,5,664
59,1,0,1939,23,0,172
36,4,2,625,18,5,1360
35,7,2,0,3,5,704
56,7,1,191,23,5,335
25,4,0,168,3,6,801
43,9,1,-36,17,9,190
41,7,1,471,13,8,954
30,1,0,201,31,1,219
54,4,2,195,4,3,47
45,9,2,0,22,1,87
57,2,3,657,12,6,344
42,10,1,1713,30,8,855
29,0,1,6429,14,8,535
55,5,1,1580,19,6,1007
55,1,0,8180,14,8,854
33,9,1,522,7,5,559
44,9,2,2033,3,11,444
32,4,2,713,11,1,76
35,1,0,414,13,8,504
31,9,2,95,21,9,48
39,1,3,1181,30,5,650
49,0,1,0,22,1,115
51,4,2,1202,18,9,99
44,3,1,281,8,8,604
57,3,0,8278,17,9,408
43,9,1,1462,9,6,75
30,4,2,7845,3,6,59
30,0,0,1032,29,8,52
29,9,1,767,5,3,253
45,4,2,854,8,5,730
57,9,2,96,21,1,913
38,3,0,196,30,0,574
30,0,1,457,27,0,90
56,4,2,616,6,3,156
47,9,1,19,6,8,105
36,4,2,436,13,0,567
31,4,2,2,8,1,848
35,0,1,2830,20,6,22
33,4,2,191,13,1,1148
23,1,1,94,5,8,193
44,0,1,2999,14,8,717
28,9,1,631,29,0,835
60,5,0,55,4,6,207
31,9,1,205,3,6,342
57,4,2,10583,25,7,272
72,6,2,132,27,0,444
38,1,0,7944,17,6,116
37,4,2,1730,19,7,167
38,2,1,680,19,8,144
36,4,2,396,13,1,67
31,6,0,1074,23,8,1438
48,1,1,1730,4,8,361
29,1,0,79,27,8,22
72,5,0,1388,20,10,513
61,3,0,2580,16,11,270
39,3,0,2460,11,5,194
35,4,2,304,19,9,274
36,0,1,246,16,8,206
29,0,2,332,9,0,179
55,5,0,3334,14,1,632
33,1,1,0,28,5,83
49,9,1,307,9,2,854
72,5,2,438,23,3,279
32,1,1,-53,16,0,648
52,4,2,4358,31,5,30
34,0,0,9569,9,8,43
39,1,0,1317,20,9,543
26,8,1,4613,28,8,663
43,6,1,5704,6,1,139
48,1,0,51,9,5,76
52,6,1,1291,19,9,559
51,5,0,67,18,6,835
38,1,1,35,28,8,130
40,2,1,5,15,5,117
32,1,1,254,19,9,1720
35,0,0,8,16,8,148
31,2,1,131,21,5,157
60,5,1,597,15,5,981
26,8,1,0,2,3,1223
30,4,2,156,9,6,174
37,0,1,1533,21,9,555
34,9,1,-276,29,8,175
59,4,2,0,31,5,52
48,1,1,558,5,3,708
34,9,1,1279,21,10,339
35,9,1,3490,29,1,643
45,1,0,2433,6,1,133
33,10,2,1974,14,1,498
30,4,2,115,12,1,154
63,5,2,791,21,10,212
59,5,3,0,25,1,213
27,7,1,795,6,3,101
46,1,0,916,11,8,472
44,10,1,-505,3,6,113
53,4,2,261,19,1,100
39,4,2,0,2,6,46
28,1,1,-46,1,6,154
57,5,1,3783,6,6,198
51,1,0,201,17,5,582
34,4,2,39,13,1,160
36,1,1,249,15,8,709
37,4,2,62,2,1,428
85,5,0,7613,18,3,355
68,5,1,20723,28,0,318
50,9,0,249,6,8,129
35,4,2,457,5,3,114
32,1,1,-1,9,8,653
35,4,2,105,6,8,36
45,9,1,3492,20,6,46
34,4,2,589,1,11,300
48,1,0,492,21,1,139
28,1,1,1106,17,0,73
60,5,1,975,16,11,303
30,0,1,523,3,7,83
37,4,2,1276,14,1,156
36,1,1,638,16,6,1395
43,1,0,-399,28,5,662
33,4,2,0,27,1,191
24,1,1,9883,8,5,210
43,9,1,3285,13,8,1721
35,9,1,1001,24,5,178
46,1,1,2603,11,8,50
27,10,1,771,21,10,181
30,9,2,141,29,4,166
43,1,1,699,20,9,1258
38,6,2,5774,15,8,406
28,4,2,5474,28,5,486
32,4,2,718,29,2,155
26,0,2,3730,11,7,93
33,1,1,1402,20,9,63
55,4,3,559,28,4,271
36,2,2,0,2,6,87
60,4,3,264,1,3,265
31,9,1,-160,14,5,126
40,1,0,278,23,8,1015
73,5,1,7111,12,10,146
29,8,1,110,7,8,169
52,1,0,2396,15,8,48
57,6,1,2109,21,1,107
34,0,1,745,25,1,76
55,1,1,49,7,5,494
32,9,2,267,26,8,128
26,4,2,362,15,11,925
33,9,2,1699,6,9,178
41,2,1,187,21,5,354
34,9,1,666,21,1,1503
68,5,2,2144,22,10,277
56,1,0,0,17,5,82
42,4,2,0,19,8,131
36,4,2,2944,18,1,882
55,3,1,962,28,0,623
52,9,1,117,26,3,959
22,8,1,107,14,0,125
49,9,1,1091,30,5,47
36,9,2,4388,8,1,52
78,5,0,680,24,8,838
42,9,1,314,30,10,234
59,3,0,2518,30,5,675
45,4,2,4119,31,1,473
33,7,1,187,20,0,168
31,7,1,593,19,9,391
65,5,2,1948,2,3,102
34,9,1,1,28,1,535
42,0,1,243,14,8,46
29,8,1,78,30,0,239
42,9,2,2625,29,5,2516
27,0,2,2855,25,4,240
36,0,2,364,31,1,185
36,9,1,-179,17,5,144
36,0,1,1224,12,9,482
25,1,1,1857,13,0,295
47,1,0,550,7,8,113
28,1,1,1735,20,0,89
39,9,3,75,6,6,26
42,1,1,414,17,0,400
25,4,2,-242,18,8,600
28,4,2,9710,14,10,786
22,8,1,144,21,1,116
52,1,1,331,8,1,84
56,1,0,2442,18,1,111
60,1,1,196,20,6,583
58,9,1,382,13,1,460
39,4,1,215,11,1,1141
34,1,1,262,1,6,339
29,6,2,162,25,5,324
40,4,2,257,1,3,147
43,1,0,0,9,5,1242
43,4,2,3578,29,4,376
45,1,1,1144,22,10,676
58,0,1,826,12,6,885
31,4,2,883,19,9,168
41,7,1,803,9,0,592
61,6,2,52587,10,1,290
42,5,0,0,8,8,186
38,3,1,70,27,10,255
59,5,3,1033,11,6,1199
57,9,2,6822,7,1,797
43,9,0,4844,19,9,434
69,9,1,9064,7,1,714
55,1,0,3485,18,1,625
28,1,1,39,31,5,22
51,9,1,2937,21,9,30
36,7,1,1227,4,8,775
38,0,1,-51,30,4,102
35,9,1,4922,17,9,393
31,1,1,-190,8,8,299
34,4,2,416,14,1,1217
58,9,1,3399,26,8,1078
30,9,1,-393,16,5,435
44,4,2,1791,11,3,71
32,4,2,623,6,5,335
28,8,1,154,20,8,21
57,5,2,34,28,4,139
38,2,2,898,6,8,132
29,9,1,309,13,8,214
38,1,1,13156,17,0,291
43,4,2,9,26,1,89
58,10,1,610,29,5,246
37,4,0,1506,2,9,101
42,9,2,-215,20,6,1573
34,1,0,-109,15,5,860
31,8,1,0,22,11,173
36,9,2,1354,7,11,281
35,7,1,-718,21,9,47
66,6,2,147,12,4,411
34,4,2,16,29,11,316
28,0,2,167,18,3,126
31,0,1,0,18,9,79
33,4,2,1047,8,1,512
35,1,1,487,15,8,117
46,4,3,802,25,5,417
44,10,1,0,2,3,699
27,4,2,574,18,8,196
56,4,2,171,17,5,610
34,4,2,158,9,7,212
39,0,1,19,2,5,503
44,7,1,51,27,8,3094
38,7,1,2669,20,0,208
36,10,2,221,3,3,225
34,1,1,751,17,9,1303
40,3,1,4328,20,1,133
63,9,1,896,28,4,115
56,9,1,146,5,1,419
54,1,0,244,29,5,337
32,4,2,3696,21,8,315
43,0,1,386,12,5,220
29,0,1,3794,30,0,249
49,4,2,4594,11,1,157
35,1,1,444,15,0,244
46,1,1,922,8,5,576
40,1,1,679,17,0,642
47,0,3,989,19,6,116
43,4,2,149,23,6,662
53,0,1,578,29,1,59
43,3,0,0,25,1,152
32,7,1,3993,22,8,148
34,0,2,1636,6,11,136
34,7,1,544,27,8,257
51,0,2,394,28,4,968
36,4,2,495,11,11,91
53,1,0,1388,7,1,139
32,9,1,560,6,1,1044
43,5,0,7298,11,6,36
38,4,2,1187,2,3,157
49,9,1,972,16,9,104
42,6,1,240,4,3,183
50,1,1,907,16,5,68
41,0,1,-109,11,8,1038
57,4,2,9103,20,6,1098
31,9,2,636,4,8,352
51,3,0,108,16,6,278
53,7,1,367,29,4,155
34,4,2,580,10,5,380
55,9,2,0,17,9,134
34,0,1,2374,9,9,161
26,1,1,-11,17,5,1150
29,4,2,51,17,5,1319
40,7,1,695,11,8,270
57,2,1,-525,25,5,337
42,4,2,877,14,8,238
30,6,2,2666,5,1,475
30,4,2,3773,9,3,75
30,7,1,0,7,5,161
46,3,0,3512,30,10,175
33,1,1,-267,20,0,1030
38,4,2,1354,29,4,50
49,4,2,276,27,1,62
28,8,2,61,16,5,401
64,5,2,1644,7,11,569
41,7,2,881,30,10,257
34,1,1,215,5,6,329
33,6,2,61,19,1,836
39,4,2,45,28,1,148
32,9,1,5,17,9,114
33,4,1,333,28,1,80
40,4,2,1855,8,3,78
45,2,0,488,28,5,90
32,4,2,2667,12,1,971
40,4,2,7780,4,8,364
66,5,1,203,7,5,376
52,7,1,657,7,5,398
46,7,1,5,29,4,305
51,1,1,814,14,8,17
57,4,2,10583,22,6,295
45,4,2,3643,21,9,162
35,9,1,84,6,8,954
46,4,2,2044,4,3,25
44,10,2,0,5,3,1960
26,7,1,54,13,8,116
31,1,1,1205,16,0,462
43,1,1,625,30,11,175
40,0,1,1060,17,0,14
36,0,1,728,30,0,230
39,2,1,0,21,9,108
60,5,2,108,26,1,624
47,0,1,3676,15,5,415
41,9,1,769,20,9,222
19,8,1,302,16,5,205
38,4,2,455,19,3,255
43,4,1,109,27,8,64
45,1,1,-184,7,8,878
40,1,0,830,13,8,873
42,7,1,508,30,8,70
46,7,1,0,20,6,1023
43,1,0,3550,20,9,1154
61,6,2,10861,25,10,225
32,4,2,905,12,3,666
31,1,0,-454,28,8,861
28,8,1,1925,25,9,487
58,9,1,1463,12,1,110
57,5,1,91,3,5,256
39,7,1,3870,20,0,72
28,4,2,874,5,6,509
48,6,2,0,29,4,1249
56,9,2,1062,20,6,37
35,1,1,0,8,0,519
59,0,0,879,30,4,126
28,7,1,168,7,8,128
32,9,1,484,15,3,83
33,1,2,6138,20,8,369
36,2,2,3407,16,7,392
28,9,1,2034,21,8,196
58,4,2,2183,22,5,209
64,5,2,1644,5,7,341
33,0,1,17,13,8,74
52,1,0,66653,14,1,109
35,4,2,-292,18,8,166
35,4,2,8,23,0,93
42,4,2,1275,21,9,925
37,1,1,1330,30,0,390
60,1,1,414,4,3,147
32,1,1,799,23,5,2078
33,9,1,801,7,1,341
41,9,1,75,20,1,351
33,4,2,0,5,8,399
26,4,2,3,1,0,149
33,1,1,1134,23,8,304
62,6,2,6,13,0,103
27,7,1,-151,8,5,283
51,0,1,176,28,4,214
41,4,1,0,6,1,438
34,4,2,9,11,5,439
40,9,2,1871,17,9,64
60,5,1,2060,26,7,454
31,4,2,676,7,1,1182
22,8,1,185,8,5,153
36,0,3,991,14,4,589
62,1,1,272,11,9,289
26,7,1,-72,30,6,82
35,9,1,249,21,1,205
33,4,2,808,19,1,12
34,4,2,3047,30,0,317
32,9,1,483,18,8,35
28,11,3,326,11,10,450
38,7,1,797,20,0,62
42,1,1,273,12,6,315
35,4,2,1731,31,5,361
35,1,0,1177,8,6,243
48,4,2,2498,14,1,98
26,7,1,1114,9,3,44
28,4,2,939,27,8,740
35,4,2,1756,20,1,195
40,4,3,838,12,8,619
22,0,1,-1,9,8,136
35,9,2,144,4,3,202
26,9,2,192,15,8,477
38,0,1,1839,23,8,63
26,4,2,1646,18,11,890
31,9,2,967,21,9,210
39,7,1,322,11,8,35
55,3,1,127,21,5,1130
73,5,2,1641,27,3,49
39,4,0,0,11,6,308
39,9,2,25,28,2,315
58,6,1,9994,10,5,400
24,7,1,638,7,8,792
39,10,0,7005,28,5,429
30,4,2,0,7,1,74
34,2,1,456,28,1,137
48,6,1,91,21,1,136
45,1,1,0,16,10,283
32,9,1,2556,6,1,269
42,4,1,1018,29,5,305
36,9,1,144,26,8,87
41,0,1,14968,23,5,1360
32,4,2,111,8,8,162
34,1,1,3043,20,9,670
29,1,1,104,18,8,903
44,1,1,-222,27,8,112
41,9,2,1517,8,1,193
40,1,1,5060,10,3,154
30,0,1,4448,11,3,112
54,4,1,2895,9,3,20
51,1,1,734,5,8,17
50,9,1,103,3,3,109
42,0,1,534,16,8,139
51,0,0,1330,15,8,415
39,3,0,109,6,8,699
27,7,1,1,29,4,528
38,7,1,4017,4,1,470
41,1,1,0,1,0,625
45,1,0,678,5,1,104
23,9,1,598,30,0,166
51,7,3,5801,29,8,147
29,6,1,123,22,10,247
35,9,1,1693,10,3,515
59,4,2,7668,5,1,124
33,1,0,-306,13,8,851
32,0,2,8866,9,6,234
46,9,1,0,30,0,200
24,9,1,556,6,9,368
31,7,1,900,9,0,221
43,0,1,315,23,5,129
40,1,1,5060,9,9,299
37,4,2,332,14,1,190
30,6,2,543,4,6,1449
28,8,1,1925,25,8,252
30,9,1,450,14,5,72
60,5,0,894,15,8,65
39,2,1,2139,15,8,576
54,0,2,59,10,5,268
31,4,2,254,18,1,1576
26,9,1,237,4,8,1091
31,4,2,-160,28,8,202
47,7,1,278,7,8,51
37,9,1,363,21,9,39
34,1,0,425,16,5,1389
44,6,2,1196,20,1,552
29,1,0,5,3,6,321
26,1,1,0,19,8,48
44,6,3,163,12,1,44
39,9,1,130,8,5,202
43,2,1,104,18,5,635
61,5,1,243,20,0,194
27,9,2,8,18,8,398
52,7,1,1000,5,1,766
39,1,1,0,11,8,275
27,4,1,843,8,4,187
34,0,1,247,8,10,401
33,10,2,4874,22,3,363
34,1,1,2595,17,0,126
28,1,0,54,14,8,533
42,9,2,14282,6,1,649
46,1,1,-396,4,1,115
45,9,2,0,18,1,773
24,8,1,125,9,9,263
47,0,1,2232,27,8,439
45,0,1,0,15,5,533
43,10,1,1854,30,0,323
54,0,1,1693,30,0,1277
59,0,1,2552,5,1,125
45,4,2,2671,14,1,94
38,1,3,0,2,0,477
47,9,1,157,25,1,163
54,4,1,300,20,9,562
39,4,2,119,1,11,265
32,9,2,3850,20,0,63
49,9,2,2585,11,6,64
33,9,2,1257,22,5,66
66,4,3,2149,30,9,151
41,9,2,1646,5,8,258
41,9,2,515,5,1,837
41,6,2,-94,4,3,1164
47,9,1,2283,21,9,170
42,9,1,1364,15,8,1867
32,4,2,1331,12,9,126
51,1,1,7180,14,8,927
36,4,2,7506,6,8,839
33,1,1,1387,5,3,185
25,1,1,76,28,5,50
41,1,0,285,20,0,1272
58,2,2,776,9,5,990
30,4,2,5561,19,9,511
57,5,2,734,6,1,1357
28,4,2,1808,30,0,309
29,10,1,670,26,11,6
27,9,2,-67,6,0,604
32,4,2,17,22,1,72
31,1,1,557,27,8,185
36,9,2,268,29,1,54
46,6,1,526,30,0,523
27,1,0,431,15,8,286
23,9,1,4545,3,6,200
50,1,0,12519,21,9,615
27,9,2,11862,20,1,217
45,1,1,10252,22,11,173
42,1,0,7735,13,0,166
59,4,2,553,7,5,1272
35,4,2,4943,18,9,295
36,1,1,199,9,5,183
28,8,1,0,20,0,185
29,4,2,1514,5,8,363
22,8,2,691,19,1,338
66,4,3,2149,26,8,135
33,9,1,480,30,4,272
33,0,1,294,8,8,763
55,4,2,12972,18,1,205
37,4,2,3737,7,5,224
47,1,0,292,28,5,210
50,7,1,320,21,2,294
31,1,1,3311,20,8,719
60,4,2,5041,4,9,399
31,4,2,0,8,11,76
37,4,2,636,5,6,338
36,9,1,22,6,6,464
49,9,1,-142,23,5,73
33,0,2,193,5,8,132
35,9,1,-89,15,8,75
27,8,2,13107,6,0,661
31,4,2,1170,20,1,200
62,5,2,0,13,9,227
33,4,2,516,19,9,245
53,9,3,2242,10,5,154
40,4,2,205,25,5,357
27,4,1,843,12,5,123
41,1,0,246,19,6,683
64,3,0,768,14,4,371
27,9,1,2,6,8,554
65,11,3,4717,6,1,256
38,4,2,1477,15,11,385
47,10,0,0,18,6,308
47,1,1,3237,15,8,198
38,9,2,791,26,8,89
57,4,3,854,6,10,480
54,5,1,3846,19,6,216
48,7,0,-110,19,6,164
45,4,2,10,26,1,133
40,4,2,423,30,5,134
43,10,2,0,16,5,745
74,5,1,9480,21,0,211
33,1,1,-253,12,8,89
54,0,1,0,28,4,161
38,0,1,0,8,6,187
39,0,1,260,13,9,226
58,6,2,2596,18,9,15
31,1,1,1406,13,0,1091
45,1,1,2246,21,9,197
41,9,2,431,22,10,133
30,9,1,4787,18,9,266
46,9,2,841,6,8,158
32,9,1,1547,26,10,289
51,2,0,1443,18,3,172
50,4,2,0,10,1,232
36,0,1,465,20,8,160
51,10,1,-56,19,9,544
35,4,2,0,25,5,86
28,8,1,153,23,5,1124
52,9,1,475,28,5,121
49,9,1,2677,31,5,67
47,4,2,2351,2,6,163
31,6,2,94,22,1,579
31,1,1,23,21,9,116
35,2,1,4872,15,8,34
57,0,3,1401,21,1,91
30,1,1,953,2,6,747
27,0,1,897,5,6,397
55,0,1,139,30,0,241
31,10,2,330,13,5,309
45,2,0,5315,15,8,262
30,7,1,517,11,2,141
60,4,2,315,1,11,840
51,4,2,4305,4,8,126
